step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.223030034090076,0,0.0,0.9293165029135815,0,0.0,0.9336122412772261,0,0.0,1.0,0,0.0,1.0,0,0.0,0.926580842917902,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9369539345807216,0,0.0,0.9308451594700717,0,0.0,0.928610935457058,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9276547759663627,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.268061688079648,0,0.0,0.9795312737573175,0,0.0,0.9783321780705961,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9751127802567143,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9819010459841525,0,0.0,0.9798327776404905,0,0.0,0.9797927359199976,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.979677328249346,0,0.0,1.0,0,0.0
15.0,3,4.0,0.1,11.119518240690917,0,0.0,0.8006905310472638,1,1.0,0.8126281016126815,0,0.0,1.0,0,0.0,1.0,0,0.0,0.959682007756688,0,0.0,0.9556537317150219,0,0.0,1.0,0,0.0,1.0,1,1.0,0.5911884903160061,0,0.0,0.7126638018239084,1,2.0,0.7383760830023351,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9813487029707546,0,0.0,0.9590556680461801,3,4.0
20.0,10,37.0,0.6607142857142857,9.858204132813986,3,9.0,0.6634677251041587,2,8.0,0.6115181583345515,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9451679549267034,0,0.0,0.954343491359194,0,0.0,1.0,0,0.0,1.0,3,12.0,0.5150605467670379,2,8.0,0.5430189000548238,0,1.0,0.7922253950885781,0,2.0,0.7163718641031949,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9405363263526899,0,0.0,0.9666129306339237,10,40.0
25.0,2,3.0,0.041666666666666664,9.67366711540499,2,7.0,0.5997546914180291,0,3.0,0.6944409797011215,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7980172871985967,0,0.0,0.9268824717893107,0,0.0,1.0,0,0.0,1.0,0,5.0,0.5750468992782947,0,3.0,0.535102491003333,0,4.0,0.7988139018268177,0,6.0,0.804006073245156,0,4.0,0.4000845940630539,0,4.0,0.4729814691203307,0,0.0,0.9655932533484115,0,0.0,0.9686331443789491,2,36.0
30.0,9,31.0,0.3875,10.434099213390493,3,15.0,0.6090787841963707,2,5.0,0.5681363621761997,0,0.0,0.9133616811105019,0,0.0,1.0,2,6.0,0.49130767522932467,2,5.0,0.309853326505973,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9046305453200435,0,0.0,0.9111740114728167,0,4.0,0.8157489653213392,0,6.0,0.9142305420176268,0,4.0,0.8505267048265335,0,4.0,0.8258747380321226,0,0.0,0.9650738918259545,0,0.0,0.9291803651243152,9,49.0
35.0,7,41.0,0.4270833333333333,10.22727196374371,0,5.0,0.6055962498697399,3,22.0,0.5280213637278056,0,0.0,0.8898516489455415,0,0.0,1.0,0,1.0,0.609021053379973,3,24.0,0.1503604002404512,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9532086423219654,0,0.0,0.7444040882738393,1,7.0,0.7667809914253938,0,4.0,0.9199153953548179,0,4.0,0.9322546948773608,0,4.0,0.9135866903916818,0,0.0,0.9513859950816534,0,0.0,0.8801361465139528,7,71.0
40.0,16,91.0,0.8125,8.77476549826714,2,5.0,0.6981484000546966,3,37.0,0.7093010430470993,1,1.0,0.46450592905069366,0,0.0,0.9402038710929328,0,0.0,0.9400917850005651,4,43.0,0.48912385034365446,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9867207696367042,1,5.0,0.5531813821241004,1,5.0,0.4082143524170869,2,11.0,0.4151208122380948,0,0.0,0.767679139289174,0,0.0,0.7458708788949818,0,0.0,0.9374275706090327,2,4.0,0.5689288986525982,16,111.0
45.0,13,35.0,0.2916666666666667,8.716578374991167,1,4.0,0.6676934792795635,0,11.0,0.7610270530698866,0,5.0,0.6724877009486239,0,2.0,0.7453198558333529,0,0.0,0.9510759329661576,0,24.0,0.7538722984126216,0,4.0,0.4771885876906641,0,0.0,1.0,0,2.0,0.8283950706225697,0,2.0,0.626488223961185,7,31.0,0.3598499420658245,1,11.0,0.5476901354641236,3,6.0,0.4575947342296278,1,5.0,0.3154862914602706,0,0.0,0.9426123856959716,0,2.0,0.7463790904153891,13,109.0
50.0,15,64.0,0.47058823529411764,9.922178534313208,2,13.0,0.5834393860839118,3,7.0,0.5624219888966987,0,4.0,0.8457032464695199,0,2.0,0.873621854527198,0,0.0,0.7025357882587491,0,0.0,0.7180510958024081,0,4.0,0.8631121003125797,0,0.0,0.9718262318030166,1,5.0,0.845787139182448,0,0.0,0.9562072602814236,2,38.0,0.5896432881224615,0,5.0,0.8157919486899171,6,29.0,0.31263679643030584,1,9.0,0.7733931993790536,0,4.0,0.7738197763591476,0,4.0,0.8738231406725315,15,124.0
